day_number,probability
235,0.002899035331072873
236,0.0028137994023830176
237,0.0028132844788946137
238,0.0028104363083493794
239,0.002892148229415471
240,0.0029479691538302545
241,0.002978076086542869
242,0.0029352408888512708
243,0.0028542208962227225
244,0.002638644959530634
245,0.0026693311811677033
246,0.0026925671035819285
247,0.002776338718601635
248,0.002877666006304112
249,0.0028298746700366265
250,0.0028402696879587797
251,0.00292614927100914
252,0.002971462537988681
253,0.003003741804168
254,0.002823888684483931
255,0.003073835764026978
256,0.0029468266673403584
257,0.002942707279433127
258,0.0029443003239753764
259,0.0029184093273240687
260,0.0029896457736729434
261,0.002999220132285453
262,0.003064357953568544
263,0.003027154731531364
264,0.002913678467774358
265,0.0028936929998806824
266,0.0029015777657968667
267,0.00294113032624989
268,0.002945893368517626
269,0.002998174193949633
270,0.0029378959630883533
271,0.0028266242155160766
272,0.0027988022557832544
273,0.0027729112591319467
274,0.002885727777169435
275,0.002873079968985515
276,0.0029202759249695328
277,0.0028534324196311037
278,0.0027760973482164456
279,0.002743785899319102
280,0.0027302852491075127
281,0.0027833062770541
282,0.0027645115697273585
283,0.0029008053805642613
284,0.002806220372288073
285,0.002719536221287082
286,0.002611788481338569
287,0.0026919395405804363
288,0.0027746008518282723
289,0.0027658632438844187
290,0.0028324171047606206
291,0.002780940847279245
292,0.002678310159496746
293,0.0026871604069536874
294,0.002677296403878951
295,0.002755323403731152
296,0.002751606299799236
297,0.0028295045687793357
298,0.0027891152576576565
299,0.0026910062417577043
300,0.0026875626909290034
301,0.002697040501387437
302,0.002713099677682033
303,0.00268152843129927
304,0.0024771359891209536
305,0.002836745680335015
306,0.0027431422449585973
307,0.0027157708432781285
308,0.0026975232421578158
309,0.0027632403523653614
310,0.0027589278681499785
311,0.0028259483784375465
312,0.002783322368413113
313,0.0026901051256529975
314,0.0026903786787562116
315,0.0027144030777620553
316,0.0027417422967244993
317,0.0026791790928834274
318,0.0028224565535318077
319,0.002808424888472802
320,0.002728660021847238
321,0.0027148214530963834
322,0.002717476527333466
323,0.0027877796748596085
324,0.002863071143679664
325,0.0028976353828387745
326,0.0025839826129647595
327,0.002383629101898611
328,0.002419641563368858
329,0.002408506342932124
330,0.002506888911935291
331,0.0024167612101055986
332,0.002531025950454223
333,0.002688367258879634
334,0.0026780366063935313
335,0.002739634328693846
336,0.0027150145494045353
337,0.0027530384307513592
338,0.0027327311356774315
339,0.002794988603697263
340,0.0027281290069998214
341,0.002647800942808816
342,0.0026460630760354524
343,0.0026280085712232916
344,0.002710299781213837
345,0.0027158030259961537
346,0.0028892678761522116
347,0.0027161087618173935
348,0.002701546081910971
349,0.002713614601170437
350,0.002739586054616808
351,0.0028358928383073467
352,0.002911136033050364
353,0.0030040153572712144
354,0.0030025349522420533
355,0.00289073218982236
356,0.002770095271304738
357,0.0025022224178216307
358,0.001939266222765073
359,0.0015539103571308173
360,0.0023833394574363843
361,0.0029421279905086726
362,0.002942916467100291
363,0.002912873899823727
364,0.0028766361593273036
365,0.002546135736567074
